City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
546,lorengau,-2.0226,147.2712,26.88,85,100,3.39,PG,1715414399
547,south venice,27.0531,-82.4243,28.01,95,75,4.12,US,1715414400
548,port blair,11.6667,92.75,32.02,74,40,2.06,IN,1715414249
549,longford,53.7333,-7.8,14.31,79,4,3.09,IE,1715414403
550,leshan,29.5623,103.7639,18.22,90,100,0.94,CN,1715414405
551,sawakin,19.1059,37.3321,32.74,65,46,3.59,SD,1715414406
552,el calafate,-50.3408,-72.2768,-1.27,66,20,2.08,AR,1715414407
553,catanzaro,38.8908,16.5987,21.53,60,10,1.12,IT,1715414125
554,kutum,14.2,24.6667,32.28,6,44,3.81,SD,1715414409
555,kimbe,-5.5502,150.1429,26.54,90,98,0.88,PG,1715414414
556,ebon,4.582,168.6964,28.7,75,35,6.09,MH,1715414419
557,at taj,24.2049,23.2857,27.32,19,2,6.98,LY,1715414421
558,santa rosa,14.3122,121.1114,34.5,61,64,6.65,PH,1715414423
559,ponta delgada,37.7333,-25.6667,18.44,88,20,5.14,PT,1715414365
560,okrika,4.7416,7.0849,30.49,72,96,2.95,NG,1715414425
561,cabo san lucas,22.8909,-109.9124,22.56,63,31,6.27,MX,1715414426
562,dampit,-8.2116,112.7493,26.39,85,89,1.77,ID,1715414427
563,akureyri,65.6835,-18.0878,10.24,85,100,2.93,IS,1715414427
564,turkmenbasy,40.0222,52.9552,23.32,31,0,4.77,TM,1715414428
565,kievka,50.2619,71.5514,16.26,25,75,2.82,KZ,1715414429
566,kapa'a,22.0752,-159.319,20.05,87,37,0.89,US,1715414430
567,hermoso campo,-27.6082,-61.3444,16.08,92,100,3.32,AR,1715414432
568,olyokminsk,60.3736,120.4264,7.06,45,100,2.62,RU,1715414433
569,cidreira,-30.1811,-50.2056,17.1,96,100,3.65,BR,1715414434
570,lerwick,60.1545,-1.1494,11.0,87,99,3.29,GB,1715414435
571,alzamay,55.5562,98.6644,25.54,34,100,4.48,RU,1715414435
572,ketchikan,55.3422,-131.6461,6.86,81,5,2.05,US,1715414436
573,rikaze,29.25,88.8833,16.49,10,95,2.34,CN,1715414294
574,merizo village,13.2658,144.6691,29.85,85,31,6.42,GU,1715414437
575,griffith,41.5284,-87.4237,13.38,92,100,0.45,US,1715414439
576,sharhorod,48.7383,28.085,17.05,68,66,6.43,UA,1715414440
577,kincardine,56.0667,-3.7167,18.79,67,18,1.09,GB,1715414440
578,elvas,38.8815,-7.1628,17.58,69,25,2.63,PT,1715414441
579,porto novo,6.4965,2.6036,30.8,69,33,2.95,BJ,1715414442
580,pontes e lacerda,-15.2261,-59.3353,20.36,74,14,0.97,BR,1715414443
581,taounate,34.5,-4.8333,25.07,44,100,0.96,MA,1715414444
582,chifeng,42.2683,118.9636,16.85,30,20,11.75,CN,1715414353
583,livingstone,-17.8419,25.8543,26.87,29,0,2.89,ZM,1715414445
584,inhambane,-23.865,35.3833,27.19,63,2,4.11,MZ,1715414445
585,tabalah,19.95,42.4,33.52,25,8,6.15,SA,1715414446
586,maasin,10.1336,124.8447,30.71,70,21,1.93,PH,1715414446
587,pandan,14.0453,124.1694,30.39,65,39,3.16,PH,1715414447
588,kununurra,-15.7667,128.7333,31.99,43,40,4.12,AU,1715414448
